DateTime,AddedIPs,RemovedIPs
1495120803,6,5
1495124704,4,4
1495126802,18944,553216
1495128006,11,18
1495130420,2048,2048
1495132084,6,9
1495133106,256,256
1495135202,5,10
1495136887,256,256
1495137903,256,256
1495138806,7,14
1495141802,256,256
1495142107,1,1
1495142402,30,11
1495143906,512,512
1495145775,1,6
1495148429,256,256
1495149609,4,7
1495152002,1,0
1495152966,27,7
1495156802,11,8
1495157703,2048,84223
1495159803,256,256
1495160402,5,5
1495160702,256,256
1495163403,256,256
1495164002,13,26
1495164303,256,256
1495167333,10,8
1495171503,7,6
1495174577,0,1
1495174619,6,8
1495176489,0,1
1495178407,7,29
1495181103,256,256
1495181762,10,8
1495185314,1,0
1495185602,15,19
1495189121,26,0
1495192808,9,4
1495196155,2,4
1495199710,1,0
1495200002,3,5
1495203903,4,10
1495207202,4,24
1495210802,14,6
1495213202,0,118784
1495213926,1536,1536
1495214402,22,13
1495218606,6,6
1495221606,2,7
1495224302,511,512
1495225448,4,7
1495228671,15,22
1495231803,256,256
1495232175,1,0
1495232403,7,10
1495232706,256,256
1495236490,16,2
1495238703,2,0
1495239002,256,256
1495239373,34,4
1495243206,7,11
1495246517,13,8
1495250703,4,15
1495254008,17,22
1495257329,3,3
1495258802,256,256
1495259402,0,1
1495261203,8,26
1495264802,8,4
1495266603,1,0
1495268315,25,3
1495272002,6,3
1495275606,4,14
1495278925,9,4
1495282589,4,8
1495286393,7,3
1495287907,0,1
1495289732,7,16
1495293903,13,8
1495296965,1024,1023
1495297503,5,10
1495299602,1024,27904
1495300808,13,7
1495301103,256,256
1495303223,256,256
1495304403,5,4
1495307103,256,256
1495308003,5,10
1495308485,512,512
1495312206,9,3
1495315206,2,14
1495315503,256,256
1495316402,0,1024
1495317903,256,256
1495318802,3,33
1495320306,0,1
1495321803,512,512
1495322140,12,5
1495323603,256,256
1495325103,4,0
1495325829,29,10
1495329611,21,8
1495332962,1,6
1495336510,9,29
1495340402,8,7
1495344006,9,21
1495347347,1,7
1495349116,0,1
1495351202,24,8
1495355105,5,16
1495358413,12,15
1495361719,15,2
1495365319,9,11
1495369503,5,2
1495372805,3,14
1495376645,5,21
1495380002,5,13
1495383002,1792,1792
1495383903,15,18
1495386002,256,4864
1495386603,256,256
1495387207,5,13
1495388709,256,256
1495390543,12,13
1495394122,15,6
1495397103,256,256
1495398612,25,11
1495400702,0,2304
1495401607,23,0
1495404739,2304,0
1495407375,11,6
1495408203,256,256
1495411695,2,7
1495413609,256,256
1495413903,23,14
1495414503,256,256
1495417447,9,9
1495420503,256,256
1495420802,3,13
1495423207,20,24
1495426504,3,10
1495430133,9,19
1495434002,10,5
1495437606,10,29
1495440920,6,9
1495441503,5,0
1495441802,2,0
1495442103,6,0
1495442402,0,5
1495443369,1,1
1495443602,1,0
1495444802,35,5
1495447502,1,0
1495448702,11,9
1495449302,257,256
1495452007,3,9
1495453931,0,10
1495455846,9,6
1495457106,1,0
1495459686,3,37
1495462564,12800,0
1495463102,18,17
1495464902,1,1
1495466408,15,9
1495469706,1536,1536
1495470243,10,9
1495472428,0,5632
1495473329,11,8
1495475113,256,256
1495476907,5,8
1495478153,256,256
1495480565,4,10
1495482487,1,0
1495484405,12,13
1495488003,9,12
1495490701,256,256
1495492501,22,3
1495492802,256,256
1495494302,256,256
1495494925,13,11
1495496217,256,256
1495497903,256,256
1495498802,33,11
1495499733,256,256
1495501502,256,256
1495502402,16,4
1495505726,6,16
1495509603,5,24
1495513202,5,7
1495516807,6,25
1495520105,8,9
1495524488,34,5
1495524602,1,0
1495525802,1,1
1495527665,7,12
1495528328,11,0
1495531202,8,13
1495535102,21,3
1495538701,2,18
1495539906,1,0
1495542003,5,6
1495545609,6,8
1495545902,1,0
1495548602,2816,2816
1495548912,7,25
1495549928,256,256
1495552529,12,7
1495554306,256,256
1495556645,8,5
1495559102,0,28928
1495560302,9,13
1495563602,16,4
1495564219,256,256
