DateTime,Entries,UniqueIPs
1492982173,281,281
1492986501,280,280
1492986974,281,281
1492989855,279,279
1492990335,280,280
1492991779,281,281
1492995140,280,280
1492996098,281,281
1492996578,281,281
1492997060,282,282
1492997537,280,280
1492998016,280,280
1492998505,280,280
1492998981,281,281
1492999935,282,282
1493000900,281,281
1493001375,282,282
1493003295,281,281
1493005216,282,282
1493008099,281,281
1493008577,282,282
1493027533,281,281
1493028496,277,277
1493039538,276,276
1493082498,273,273
1493082975,266,266
1493083455,261,261
1493083938,255,255
1493084421,238,238
1493084897,225,225
1493085375,216,216
1493086109,202,202
1493086584,197,197
1493087070,187,187
1493087540,181,181
1493088017,171,171
1493088499,163,163
1493088975,157,157
1493089457,145,145
1493089940,131,131
1493090441,124,124
1493090898,112,112
1493091374,101,101
1493091855,92,92
1493092338,79,79
1493093297,52,52
1493093776,46,46
1493094263,39,39
1493094740,32,32
1493095217,31,31
1493460255,33,33
1493515216,114,114
1493515693,143,143
1493516173,166,166
1493516654,182,182
1493517133,198,198
1493517858,217,217
1493518340,225,225
1493518815,234,234
1493519297,242,242
1493519775,246,246
1493520255,252,252
1493520735,253,253
1493521457,254,254
1493538494,253,253
1493554105,256,256
1493555057,257,257
1493555534,256,256
1493556018,257,257
1493585536,255,255
1493586502,257,257
1493600895,258,258
1493601853,262,262
1493602333,261,261
1493602821,263,263
1493603296,262,262
1493603774,264,264
1493604501,265,265
1493604977,264,264
1493605455,266,266
1493605944,265,265
1493606415,266,266
1493607374,265,265
1493617933,266,266
1493639054,267,267
1493644575,268,268
1493645055,271,271
1493645541,268,268
1493646975,267,267
1493649140,269,269
1493664734,268,268
1493669536,268,268
1493670018,267,267
1493676497,268,268
1493680816,267,267
1493681296,266,266
1493682258,269,269
1493687303,270,270
1493687774,270,270
1493688259,270,270
1493688735,269,269
1493689221,270,270
1493689694,269,269
1493690177,268,268
1493693422,265,265
1493734576,264,264
1493766497,265,265
1493770821,263,263
1493772742,266,266
1493773300,264,264
1493774183,262,262
1493774653,259,259
1493775139,260,260
1493775617,259,259
1493776099,257,257
1493777058,256,256
1493777534,255,255
1493778019,251,251
1493778494,252,252
1493779453,253,253
1493779941,252,252
1493802254,253,253
1493802746,252,252
1493835385,253,253
1493859860,252,252
1493860337,252,252
1493860822,252,252
1493861296,251,251
1493862260,249,249
1493862737,251,251
1493864415,252,252
1493865379,251,251
1493865859,252,252
1493866334,253,253
1493885064,252,252
1493886979,254,254
1493887933,253,253
1493892497,252,252
1493892988,251,251
1493893457,253,253
1493893945,255,255
1493901134,256,256
1493918414,255,255
1493919380,256,256
1493925617,257,257
1493926577,254,254
1493943136,253,253
